car name,rating,exterior & body,engine/transmission/clutch,suspension/steering,interior,ac/heater,price,model date,mileage,fuel type,transmission,company,variant
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2022",99,97,100,100,100,100,615000,2022,7007,2,1,27,143
"Suzuki Cultus VXR,Petrol,Manual,2022",92,74,100,100,97,100,317500,2022,36583,2,0,26,174
"Toyota Land Cruiser ZX,Petrol,Automatic,2016",96,89,100,100,100,100,43500000,2016,51213,2,1,27,277
"Toyota Fortuner 2.7 VVTi,Petrol,Automatic,2017",92,78,100,100,91,100,12000000,2017,81720,2,1,27,211
"Honda Civic RS,Petrol,Automatic,2022",98,95,100,100,96,100,975000,2022,27291,2,1,11,115
"Suzuki Cultus VXR,Petrol,Manual,2021",91,72,100,100,93,100,312500,2021,14598,2,0,26,174
"Suzuki Cultus Auto Gear Shift,Petrol,Automatic,2021",96,92,100,100,85,100,380000,2021,28893,2,1,26,167
"Suzuki Wagon R AGS,Petrol,Automatic,2022",97,97,100,100,88,100,330000,2022,32443,2,1,26,473
"KIA Sportage AWD,Petrol,Automatic,2021",94,80,100,100,98,100,740000,2021,66483,2,1,14,404
"KIA Sorento 2.4 FWD,Petrol,Automatic,2022",99,97,100,100,100,100,850000,2022,22331,2,1,14,397
"Suzuki Cultus VXL,Petrol,Manual,2022",98,97,100,100,93,100,360000,2022,8654,2,0,26,171
"KIA Sorento 2.4 FWD,Petrol,Automatic,2022",100,100,100,100,100,100,900000,2022,6088,2,1,14,397
"Honda City 1.5L ASPIRE CVT,Petrol,Automatic,2021",90,67,100,100,96,100,500000,2021,18452,2,1,11,83
"Hyundai Tucson AWD A/T Ultimate,Petrol,Automatic,2022",100,100,100,100,100,100,900000,2022,11124,2,1,12,442
"MG HS 1.5 Turbo,Petrol,Automatic,2021",97,91,100,100,100,100,700000,2021,44150,2,1,15,237
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2022",100,100,100,100,100,100,650000,2022,31271,2,1,27,143
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2020",93,79,100,100,94,100,620000,2020,71995,2,1,11,108
"Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior,Petrol,Automatic,2021",98,93,100,100,100,100,700000,2021,14665,2,1,27,138
"Toyota Corolla Altis Grande CVT-i 1.8,Petrol,Automatic,2020",99,97,100,100,100,100,630000,2020,29628,2,1,27,135
"Suzuki Alto VXL AGS,Petrol,Automatic,2020",84,57,98,100,84,100,255000,2020,60520,2,1,26,25
"Changan Alsvin 1.5L DCT Lumiere,Petrol,Automatic,2022",94,80,100,100,100,100,380000,2022,40081,2,1,3,15
"Suzuki Alto VXR,Petrol,Manual,2022",98,97,100,100,97,100,250000,2022,8772,2,0,26,29
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2019",92,75,99,100,92,100,580000,2019,53741,2,1,11,108
"Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,Petrol,Automatic,2022",98,97,100,100,98,100,720000,2022,54132,2,1,27,140
"Honda City 1.5L ASPIRE CVT,Petrol,Automatic,2021",97,92,100,100,100,100,490000,2021,27843,2,1,11,83
"MG HS 1.5 Turbo,Petrol,Automatic,2020",92,77,100,100,100,100,665000,2020,60740,2,1,15,237
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2017",86,58,98,100,88,100,505000,2017,129085,2,1,11,108
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2020",94,82,100,100,94,100,640000,2020,64485,2,1,11,108
"Proton Saga 1.3L Ace A/T,Petrol,Automatic,2022",93,86,98,100,98,100,317500,2022,22876,2,1,23,373
"Suzuki Alto VXR,Petrol,Manual,2022",91,71,100,100,97,100,258000,2022,14258,2,0,26,29
"KIA Sportage FWD,Petrol,Automatic,2022",99,98,100,100,100,100,800000,2022,5146,2,1,14,413
"Toyota Yaris ATIV X CVT 1.5,Petrol,Automatic,2022",97,91,100,100,97,100,530000,2022,6649,2,1,27,500
"Honda City 1.5L CVT,Petrol,Automatic,2022",93,81,100,100,90,100,480000,2022,17158,2,1,11,89
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2022",99,100,100,100,97,100,599000,2022,17261,2,1,27,143
"Hyundai Tucson FWD A/T GLS Sport,Petrol,Automatic,2022",97,92,100,100,96,100,750000,2022,19641,2,1,12,448
"KIA Sportage AWD,Petrol,Automatic,2021",94,82,100,96,100,100,760000,2021,35650,2,1,14,404
"Hyundai Elantra GLS,Petrol,Automatic,2022",97,91,100,100,95,100,710000,2022,10142,2,1,12,191
"Peugeot 2008 Allure,Petrol,Automatic,2022",99,98,100,100,100,100,700000,2022,21135,2,1,20,3
"Toyota Vitz F 1.0,Petrol,Automatic,2019",88,71,100,100,84,100,430000,2019,42344,2,1,27,465
"MG HS Trophy,Petrol,Automatic,2022",98,93,100,100,98,100,730000,2022,20115,2,1,15,243
"Suzuki Cultus VXL,Petrol,Manual,2021",96,90,100,100,95,100,330000,2021,47089,2,0,26,171
"Honda N Wgn G,Petrol,Automatic,2020",93,81,100,100,91,100,385000,2020,13616,2,1,11,309
"Honda City 1.2L CVT,Petrol,Automatic,2022",96,87,100,100,100,100,468000,2022,7499,2,1,11,74
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2021",98,93,100,100,100,100,720000,2021,13923,2,1,11,108
"Suzuki Alto VXR,Petrol,Manual,2022",80,34,100,100,97,100,235000,2022,21784,2,0,26,29
"Toyota C-HR S-LED,Hybrid,Automatic,2018",99,98,100,100,100,100,845000,2018,60702,1,1,27,65
"Honda Vezel Hybrid Z,Hybrid,Automatic,2018",97,95,100,100,98,100,795000,2018,68315,1,1,11,454
"Toyota C-HR G,Hybrid,Automatic,2018",97,96,100,100,100,100,875000,2018,70244,1,1,27,59
"Toyota Hilux Revo V Automatic 2.8,Diesel,Automatic,2021",95,86,100,100,96,100,12900000,2021,9851,0,1,27,252
"Toyota Prado TX 2.7,Petrol,Automatic,2017",98,94,100,100,100,100,27400000,2017,48201,2,1,27,338
"Toyota Prado TX L Package 2.7,Petrol,Automatic,2013",94,81,100,100,96,100,20600000,2013,34590,2,1,27,341
"Toyota Prado TX L Package 2.7,Petrol,Automatic,2013",96,84,100,100,100,100,20600000,2013,31813,2,1,27,341
"Toyota Land Cruiser AX G Selection,Petrol,Automatic,2019",99,98,100,100,100,100,48000000,2019,35394,2,1,27,274
"Ford F 150 Raptor 5.0L,Petrol,Automatic,2018",93,75,100,100,99,100,23200000,2018,83221,2,1,9,199
"Honda Fit 1.5 Hybrid S Package,Hybrid,Automatic,2020",98,94,100,100,100,100,749000,2020,27616,1,1,11,201
"Honda Vezel Hybrid Z,Hybrid,Automatic,2018",96,98,100,100,100,100,820000,2018,35086,1,1,11,454
"Daihatsu Mira G SA III,Petrol,Automatic,2020",95,87,100,100,100,100,340000,2020,19048,2,1,6,283
"Suzuki Alto VXL AGS,Petrol,Automatic,2021",92,80,100,100,82,100,270000,2021,77832,2,1,26,25
"KIA Stonic EX+,Petrol,Automatic,2022",89,69,98,96,89,100,535000,2022,43208,2,1,14,422
"Hyundai Tucson AWD A/T Ultimate,Petrol,Automatic,2022",100,99,100,100,100,100,800000,2022,56805,2,1,12,442
"Toyota Fortuner 2.8 Sigma 4,Diesel,Automatic,2021",100,99,100,100,100,100,15200000,2021,15573,0,1,27,215
"Toyota Fortuner 2.7 G,Petrol,Automatic,2022",99,97,100,100,100,100,14400000,2022,433,2,1,27,206
"Suzuki Wagon R VXL,Petrol,Manual,2018",95,87,100,100,98,100,270000,2018,9384,2,0,26,481
"Hyundai Sonata 2.5,Petrol,Automatic,2022",100,100,100,100,100,100,10500000,2022,10497,2,1,12,392
"Honda City Aspire Prosmatec 1.5 i-VTEC,Petrol,Automatic,2020",93,79,100,100,95,100,450000,2020,8358,2,1,11,93
"Hyundai Elantra GL,Petrol,Automatic,2022",98,96,100,100,100,100,600000,2022,23730,2,1,12,189
"KIA Grand Carnival EX,Petrol,Automatic,2018",91,68,100,100,100,100,830000,2018,68850,2,1,14,226
"Toyota Yaris ATIV MT 1.3,Petrol,Manual,2022",93,83,100,100,92,100,420000,2022,45656,2,0,27,498
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2021",89,66,100,100,93,100,528000,2021,29416,2,1,27,143
"Toyota Hilux Revo Rocco,Diesel,Automatic,2023",97,94,100,100,87,100,15200000,2023,11025,0,1,27,250
"Peugeot 2008 Active,Petrol,Automatic,2022",98,93,100,100,100,100,620000,2022,39702,2,1,20,0
"Suzuki Wagon R VXL,Petrol,Manual,2022",95,89,100,100,95,100,295000,2022,45993,2,0,26,481
"KIA Sportage AWD,Petrol,Automatic,2022",94,83,100,100,98,100,800000,2022,41483,2,1,14,404
"Daihatsu Mira X SA lll,Petrol,Automatic,2022",100,99,100,100,100,100,365000,2022,1334,2,1,6,297
"Toyota Sienta G,Petrol,Automatic,2018",97,92,100,100,100,100,637500,2018,103069,2,1,27,386
"Hyundai Elantra GL,Petrol,Automatic,2023",100,99,100,100,100,100,690000,2023,183,2,1,12,189
"Suzuki Alto VXL AGS,Petrol,Automatic,2023",99,98,100,100,95,100,270000,2023,1784,2,1,26,25
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2020",83,47,100,100,95,100,615000,2020,87950,2,1,11,108
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2021",98,93,100,100,100,100,555000,2021,31880,2,1,27,143
"Toyota Land Cruiser ZX,Petrol,Automatic,2011",80,40,98,100,99,100,24800000,2011,75123,2,1,27,277
"Toyota Prado TX Limited 2.7,Petrol,Automatic,2007",84,55,97,100,85,100,820000,2007,129755,2,1,27,345
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2020",80,33,100,100,97,100,600000,2020,36281,2,1,11,108
"Suzuki Wagon R Hybrid FX,Hybrid,Automatic,2018",80,40,100,100,87,100,355000,2018,29793,1,1,26,476
"DFSK Glory 580 Pro,Petrol,Automatic,2021",94,83,100,100,92,100,515000,2021,26671,2,1,5,222
"Toyota Prado TX L Package 2.7,Petrol,Automatic,2018",95,91,100,100,98,100,34000000,2018,20648,2,1,27,341
"Toyota Prado TX 2.7,Petrol,Automatic,2018",98,95,100,100,100,100,26500000,2018,46640,2,1,27,338
"Hyundai Santa Fe Signature,Hybrid,Automatic,2023",98,94,100,100,100,100,14500000,2023,2827,1,1,12,380
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2022",97,93,100,100,98,100,600000,2022,23716,2,1,27,143
"Honda Insight EX,Hybrid,Automatic,2021",96,90,100,100,98,100,14200000,2021,32775,1,1,11,256
"Toyota Yaris ATIV X CVT 1.5,Petrol,Automatic,2022",97,91,100,96,97,100,515000,2022,15700,2,1,27,500
"Proton Saga 1.3L Ace A/T,Petrol,Automatic,2022",96,89,100,100,98,100,300000,2022,13141,2,1,23,373
"Honda City 1.2L CVT,Petrol,Automatic,2023",100,100,100,100,100,100,500000,2023,47,2,1,11,74
"KIA Sportage FWD,Petrol,Automatic,2023",99,99,100,100,97,100,790000,2023,4480,2,1,14,413
"Daihatsu Mira L,Petrol,Automatic,2019",92,79,100,100,97,100,328000,2019,37007,2,1,6,285
"Changan Alsvin 1.5L DCT Lumiere,Petrol,Automatic,2022",98,94,100,100,98,100,435000,2022,10013,2,1,3,15
"KIA Sportage FWD,Petrol,Automatic,2023",99,96,100,100,100,100,820000,2023,13124,2,1,14,413
"Honda Vezel Hybrid Z Honda Sensing,Petrol,Automatic,2017",91,70,100,100,100,100,740000,2017,65750,2,1,11,456
"Toyota Yaris GLI CVT 1.3,Petrol,Automatic,2023",97,89,100,100,100,100,460000,2023,351,2,1,27,505
"Honda Civic 1.8 i-VTEC CVT,Petrol,Automatic,2020",88,64,98,100,100,100,565000,2020,61774,2,1,11,101
"Suzuki Swift GL CVT,Petrol,Automatic,2022",98,95,100,100,97,100,420000,2022,22484,2,1,26,428
"Daihatsu Mira X,Petrol,Automatic,2019",91,76,100,100,85,100,380000,2019,42449,2,1,6,293
"Suzuki Alto L,Petrol,Automatic,2021",99,98,100,100,100,100,340000,2021,4630,2,1,26,18
"Chery Tiggo 8 Pro 1.6 DEX Plus,Petrol,Automatic,2022",97,93,100,100,95,100,840000,2022,30931,2,1,4,439
"Suzuki Cultus VXL,Petrol,Manual,2020",97,90,100,100,97,100,370000,2020,36055,2,0,26,171
"Peugeot 2008 Allure,Petrol,Automatic,2023",100,100,100,100,100,100,720000,2023,4422,2,1,20,3
"Toyota Yaris GLI MT 1.3,Petrol,Manual,2022",97,92,100,100,97,100,415000,2022,40258,2,0,27,506
"Suzuki Alto X,Petrol,Automatic,2018",98,94,100,100,100,100,324000,2018,70817,2,1,26,34
"Changan Alsvin 1.5L DCT Lumiere,Petrol,Automatic,2022",90,68,100,100,98,100,428000,2022,25095,2,1,3,15
"Suzuki Wagon R VXR,Petrol,Manual,2023",100,100,100,100,100,100,305000,2023,44,2,0,26,486
"Peugeot 2008 Active,Petrol,Automatic,2023",99,99,100,100,100,100,640000,2023,7557,2,1,20,0
"Suzuki Alto X,Petrol,Automatic,2020",99,100,100,100,100,100,330000,2020,97852,2,1,26,34
"Honda Civic RS,Petrol,Automatic,2022",98,93,100,100,100,100,980000,2022,16747,2,1,11,115
"Toyota Yaris ATIV X CVT 1.5,Petrol,Automatic,2022",98,96,100,100,96,100,490000,2022,25571,2,1,27,500
"Daihatsu Mira LSA 3,Petrol,Automatic,2020",86,55,100,100,93,100,314000,2020,64690,2,1,6,289
"Honda BR-V i-VTEC S,Petrol,Automatic,2020",96,86,100,100,97,100,510000,2020,15681,2,1,11,41
"Honda City 1.5L ASPIRE CVT,Petrol,Automatic,2022",98,98,100,100,100,100,530000,2022,44841,2,1,11,83
"Daihatsu Mira G SA III,Petrol,Automatic,2020",97,92,100,100,100,100,330000,2020,25400,2,1,6,283
"Proton X70 Premium FWD,Petrol,Automatic,2022",99,97,100,100,100,100,850000,2022,2417,2,1,23,491
"KIA Sorento 2.4 FWD,Petrol,Automatic,2022",98,95,100,100,94,100,840000,2022,5123,2,1,14,397
"Toyota Yaris GLI CVT 1.3,Petrol,Automatic,2021",85,54,100,100,92,100,360000,2021,42811,2,1,27,505
"Hyundai Sonata 2.0,Petrol,Automatic,2021",97,90,100,100,97,100,900000,2021,35596,2,1,12,388
"Toyota Hilux Revo V Automatic 2.8,Diesel,Automatic,2021",99,95,100,100,98,100,12300000,2021,7650,0,1,27,252
"Chery Tiggo 8 Pro 1.6 DEX Plus,Petrol,Automatic,2022",95,84,100,100,95,100,850000,2022,20558,2,1,4,439
"Proton X70 Premium FWD,Petrol,Automatic,2022",98,93,100,100,100,100,830000,2022,4805,2,1,23,491
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2019",92,76,100,100,100,100,585000,2019,79304,2,1,11,108
"Honda HR-V VTi-S,Petrol,Automatic,2023",96,90,100,100,100,100,695000,2023,24090,2,1,11,234
"Daihatsu Mira X,Petrol,Automatic,2023",99,97,100,100,100,100,399000,2023,886,2,1,6,293
"Peugeot 2008 Allure,Petrol,Automatic,2022",98,94,100,100,100,100,695000,2022,15959,2,1,20,3
"Hyundai Elantra GLS,Petrol,Automatic,2023",100,100,100,100,97,100,745000,2023,1916,2,1,12,191
"Toyota C-HR S-LED,Hybrid,Automatic,2018",99,98,100,100,100,100,845000,2018,60702,1,1,27,65
"Suzuki Wagon R VXL,Petrol,Manual,2019",94,86,98,100,95,100,280000,2019,22172,2,0,26,481
"Toyota Fortuner 2.8 Sigma 4,Diesel,Automatic,2022",97,92,100,100,100,100,16700000,2022,20343,0,1,27,215
"Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior,Petrol,Automatic,2021",97,91,100,100,95,100,655000,2021,36491,2,1,27,138
"Honda BR-V i-VTEC S,Petrol,Automatic,2018",96,89,100,100,100,100,430000,2018,15316,2,1,11,41
"Honda Civic Oriel,Petrol,Automatic,2022",98,96,100,100,89,100,798000,2022,33386,2,1,11,107
"Suzuki Cultus VXR,Petrol,Manual,2021",93,80,100,100,90,100,289500,2021,41717,2,0,26,174
"Daihatsu Mira X SA lll,Petrol,Automatic,2022",91,73,100,100,93,100,379000,2022,23177,2,1,6,297
"Honda HR-V VTi-S,Petrol,Automatic,2023",94,85,100,100,92,100,720000,2023,26299,2,1,11,234
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2021",90,72,100,100,87,100,600000,2021,97586,2,1,27,143
"Toyota Corolla Altis Grande CVT-i 1.8,Petrol,Automatic,2019",90,72,98,100,95,100,550000,2019,63252,2,1,27,135
"Toyota Fortuner 2.7 G,Petrol,Automatic,2022",93,78,100,100,95,100,13000000,2022,34765,2,1,27,206
"Toyota Yaris ATIV X CVT 1.5,Petrol,Automatic,2022",96,89,100,100,100,100,495000,2022,9356,2,1,27,500
"Toyota Hilux Revo V Automatic 2.8,Diesel,Automatic,2021",91,74,100,100,90,100,12500000,2021,19722,0,1,27,252
"Honda BR-V i-VTEC S,Petrol,Automatic,2022",95,83,100,100,100,100,580000,2022,12830,2,1,11,41
"MG HS Trophy,Petrol,Automatic,2021",96,89,100,100,94,100,650000,2021,36832,2,1,15,243
"Honda BR-V i-VTEC S,Petrol,Automatic,2020",99,97,100,100,100,100,570000,2020,30865,2,1,11,41
"Suzuki Wagon R,Petrol,Automatic,2023",97,90,100,100,99,100,385000,2023,817,2,1,26,471
"KIA Sportage FWD,Petrol,Automatic,2021",95,87,100,100,95,100,730000,2021,24734,2,1,14,413
"KIA Sportage FWD,Petrol,Automatic,2020",95,86,100,100,97,100,770000,2020,8799,2,1,14,413
"KIA Sportage FWD,Petrol,Automatic,2019",92,81,100,100,95,100,660000,2019,45304,2,1,14,413
"Honda Vezel Hybrid Z Honda Sensing,Petrol,Automatic,2018",97,92,100,100,100,100,790000,2018,16761,2,1,11,456
"Honda Vezel Hybrid Z Honda Sensing,Petrol,Automatic,2019",96,90,100,100,100,100,840000,2019,26755,2,1,11,456
"Hyundai Tucson AWD A/T Ultimate,Petrol,Automatic,2021",93,79,100,100,94,100,760000,2021,57182,2,1,12,442
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2017",90,77,98,100,88,100,480000,2017,49797,2,1,11,108
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2018",88,66,97,100,96,100,480000,2018,51397,2,1,11,108
"Honda City 1.5L ASPIRE CVT,Petrol,Automatic,2022",93,77,100,100,100,100,525000,2022,11261,2,1,11,83
"KIA Grand Carnival EX,Petrol,Automatic,2018",97,96,100,100,100,100,840000,2018,23206,2,1,14,226
"Suzuki Cultus VXR,Petrol,Manual,2019",87,62,100,100,92,100,270000,2019,24682,2,0,26,174
"Proton X70 Premium FWD,Petrol,Automatic,2022",100,99,100,100,98,100,725000,2022,11686,2,1,23,491
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2019",81,37,100,100,98,100,520000,2019,27893,2,1,11,108
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2021",87,67,98,100,83,100,510000,2021,48640,2,1,27,143
"Toyota Fortuner 2.7 V,Petrol,Automatic,2021",100,99,100,100,100,100,15800000,2021,2728,2,1,27,209
"Honda City 1.3 i-VTEC Prosmatec,Petrol,Automatic,2018",96,92,100,100,91,100,390000,2018,32458,2,1,11,81
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2021",88,62,100,100,94,100,540000,2021,40534,2,1,27,143
"Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior,Petrol,Automatic,2022",89,65,100,100,95,100,672500,2022,30098,2,1,27,138
"Hyundai Tucson AWD A/T Ultimate,Petrol,Automatic,2021",97,94,100,100,98,100,820000,2021,50796,2,1,12,442
"Toyota Yaris ATIV X CVT 1.5,Petrol,Automatic,2021",83,46,100,100,95,100,460000,2021,24596,2,1,27,500
"Proton Saga 1.3L Ace A/T,Petrol,Automatic,2023",100,100,100,100,100,100,390000,2023,35,2,1,23,373
"KIA Sportage AWD,Petrol,Automatic,2020",96,88,100,96,100,100,725000,2020,62794,2,1,14,404
"MG HS Trophy,Petrol,Automatic,2022",97,91,100,100,100,100,710000,2022,15938,2,1,15,243
"Audi A6 1.8 TFSI,Petrol,Automatic,2016",99,98,100,100,100,100,13000000,2016,164031,2,1,0,12
"Toyota Passo X L Package S,Petrol,Automatic,2019",94,87,100,100,100,100,385000,2019,43685,2,1,27,320
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2021",99,98,100,100,97,100,695000,2021,14624,2,1,11,108
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2019",96,87,100,100,98,100,575000,2019,69775,2,1,11,108
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2021",100,100,100,100,97,100,730000,2021,1254,2,1,11,108
"Porsche Cayenne Hybrid,Petrol,Automatic,2013",93,79,100,100,94,100,17000000,2013,50633,2,1,21,69
"Honda Civic Oriel,Petrol,Automatic,2022",99,97,100,100,100,100,795000,2022,20448,2,1,11,107
"Suzuki Swift DLX Automatic 1.3 Navigation,Petrol,Automatic,2020",87,62,98,100,91,100,290000,2020,61685,2,1,26,427
"Toyota Yaris ATIV X CVT 1.5,Petrol,Automatic,2020",90,68,100,100,92,100,425000,2020,21649,2,1,27,500
"Toyota Corolla Altis Grande CVT-i 1.8,Petrol,Automatic,2016",83,46,98,100,93,100,440000,2016,64578,2,1,27,135
"Toyota Fortuner 2.8 Sigma 4,Diesel,Automatic,2019",97,89,100,100,100,100,14100000,2019,46771,0,1,27,215
"Suzuki Alto VXL AGS,Petrol,Automatic,2022",99,97,100,100,97,100,285000,2022,12206,2,1,26,25
"Suzuki Cultus Auto Gear Shift,Petrol,Automatic,2018",77,33,96,100,78,100,275000,2018,86758,2,1,26,167
"Porsche Cayenne Hybrid,Petrol,Automatic,2014",90,66,100,100,98,100,14500000,2014,47279,2,1,21,69
"Toyota Fortuner 2.7 VVTi,Petrol,Automatic,2018",90,66,100,100,97,100,11900000,2018,85473,2,1,27,211
"Toyota Fortuner 2.7 G,Petrol,Automatic,2022",99,97,100,100,100,100,14500000,2022,2774,2,1,27,206
"KIA Stonic EX+,Petrol,Automatic,2021",88,61,100,100,94,100,550000,2021,24324,2,1,14,422
"KIA Sportage AWD,Petrol,Automatic,2020",98,93,100,100,100,100,740000,2020,31277,2,1,14,404
"Toyota Sienta G,Petrol,Automatic,2018",89,62,100,100,100,100,650000,2018,62892,2,1,27,386
"DFSK Glory 580 Pro,Petrol,Automatic,2023",96,91,100,100,91,100,650000,2023,9798,2,1,5,222
"Toyota Yaris ATIV CVT 1.3,Petrol,Automatic,2020",91,72,100,100,97,100,398000,2020,38868,2,1,27,495
"Toyota Aqua S,Hybrid,Automatic,2019",91,74,100,100,97,100,710000,2019,18463,1,1,27,39
"Chery Tiggo 8 Pro 1.6 DEX Plus,Petrol,Automatic,2023",100,100,100,100,100,100,10300000,2023,634,2,1,4,439
"Chery Tiggo 8 Pro 1.6 DEX Plus,Petrol,Automatic,2022",99,98,100,100,98,100,890000,2022,12658,2,1,4,439
"Honda City 1.5L ASPIRE CVT,Petrol,Automatic,2022",100,99,100,100,100,100,562500,2022,2850,2,1,11,83
"Daihatsu Mira X,Petrol,Automatic,2020",99,99,100,100,98,100,420000,2020,4554,2,1,6,293
"Suzuki Alto VXL AGS,Petrol,Automatic,2022",99,95,100,100,100,100,300000,2022,7708,2,1,26,25
"Proton X70 Executive AWD,Petrol,Automatic,2021",92,75,100,100,97,100,748500,2021,58062,2,1,23,489
"Toyota Fortuner 2.8 Sigma 4,Diesel,Automatic,2022",94,81,100,100,90,100,17000000,2022,10683,0,1,27,215
"Toyota Hilux Revo V Automatic 2.8,Diesel,Automatic,2021",96,88,100,100,98,100,12600000,2021,48360,0,1,27,252
"Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,Petrol,Automatic,2022",97,93,100,100,95,100,725000,2022,16934,2,1,27,140
"Honda City 1.3 i-VTEC,Petrol,Manual,2021",89,70,100,100,91,84,390000,2021,11150,2,0,11,79
"Toyota Yaris Hatchback,Petrol,Automatic,2020",99,97,100,100,98,100,470000,2020,27097,2,1,27,509
"Honda City 1.2L CVT,Petrol,Automatic,2021",100,99,100,100,100,100,450000,2021,9250,2,1,11,74
"Toyota Passo X S,Petrol,Automatic,2020",97,91,100,100,100,100,399000,2020,20212,2,1,27,323
"Toyota Yaris ATIV X CVT 1.5,Petrol,Automatic,2020",93,75,100,100,100,100,480000,2020,67552,2,1,27,500
"Changan Alsvin 1.5L DCT Lumiere,Petrol,Automatic,2022",95,85,100,100,97,100,390000,2022,19048,2,1,3,15
"Daihatsu Mira X SA lll,Petrol,Automatic,2020",96,89,100,100,98,100,363000,2020,52748,2,1,6,297
"KIA Picanto 1.0 AT,Petrol,Automatic,2023",97,92,100,100,92,100,355000,2023,12563,2,1,14,327
"Mazda Flair XG,Petrol,Automatic,2020",94,80,100,100,96,100,360000,2020,28214,2,1,16,203
"Toyota Yaris ATIV X CVT 1.5,Petrol,Automatic,2021",95,85,100,100,97,100,470000,2021,32679,2,1,27,500
"Honda City 1.3 i-VTEC Prosmatec,Petrol,Automatic,2018",93,80,100,100,86,100,365000,2018,113082,2,1,11,81
"Toyota Yaris Cross Hybrid Z,Hybrid,Automatic,2020",89,71,100,100,77,100,880000,2020,41753,1,1,27,504
"Suzuki Cultus Auto Gear Shift,Petrol,Automatic,2020",89,69,100,100,90,100,340000,2020,33276,2,1,26,167
"KIA Picanto 1.0 AT,Petrol,Automatic,2022",89,65,100,100,97,100,310000,2022,8570,2,1,14,327
"Proton X70 Premium FWD,Petrol,Automatic,2022",94,82,100,100,98,100,730000,2022,27574,2,1,23,491
"Proton X70 Executive AWD,Petrol,Automatic,2021",97,91,100,100,98,100,770000,2021,63196,2,1,23,489
"KIA Sportage AWD,Petrol,Automatic,2019",89,70,100,100,85,100,730000,2019,69853,2,1,14,404
"Suzuki Alto VXL AGS,Petrol,Automatic,2022",94,80,100,100,97,100,290000,2022,10956,2,1,26,25
"Changan Karvaan Plus,Petrol,Manual,2022",94,90,98,100,78,100,290000,2022,2866,2,0,3,265
"Suzuki Alto VXR,Petrol,Manual,2020",82,43,100,100,88,100,215000,2020,77150,2,0,26,29
"Toyota Vitz F 1.0,Petrol,Automatic,2018",90,72,100,100,84,100,410000,2018,43857,2,1,27,465
"KIA Sportage AWD,Petrol,Automatic,2021",97,94,100,100,93,100,720000,2021,24316,2,1,14,404
"Honda BR-V i-VTEC S,Petrol,Automatic,2022",97,90,100,100,97,100,550000,2022,6851,2,1,11,41
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2021",95,98,100,100,97,100,580000,2021,27858,2,1,27,143
